posi	dep1_4	dep1_2	dep3_4
14794	4693	19252	19889
14795	4694	19167	19935
14796	3925	15624	19935
14797	3836	15648	19914
14798	3830	15689	19891
14799	3820	15713	19898
14800	3805	15744	19877
14801	3778	15774	19911
14802	3774	15823	19928
14803	3779	15836	19852
14804	3768	15898	19901
14805	3850	15986	19861
14806	3894	16037	19921
14807	3939	16054	19866
14808	3947	16072	19849
14809	3963	16085	19921
14810	3991	16113	19931
14811	4009	16135	19901
14812	4014	16137	19929
14813	4039	16154	19926
14814	4051	16177	19919
14815	4064	16190	19909
14816	4078	16207	19885
14817	4085	16216	19919
14818	4121	16236	19895
14819	4141	16249	19937
14820	4159	16274	19936
14821	4210	16295	19905
14822	4271	16306	19908
14823	4318	16327	19914
14824	4346	16347	19930
14825	4366	16387	19921
14826	4375	16433	19883
14827	4388	16485	19928
14828	4399	16515	19919
14829	4431	16581	19926
14830	4449	16607	19913
14831	4481	16716	19927
14832	4197	16502	19845
14833	4205	16512	19917
14834	4217	16524	19919
14835	4230	16528	19888
14836	4236	16546	19879
14837	4242	16563	19896
14838	4244	16570	19891
14839	4250	15187	19819
14840	4256	15214	19899
14841	4264	15237	19882
14842	4274	15274	19855
14843	4277	15303	19860
14844	4286	15336	19843
14845	4305	15391	19926
14846	4313	15414	19783
14847	4326	15447	19810
14848	4346	15511	19933
14849	4346	15517	19778
14850	4365	15890	19874
14851	4381	16113	19844
14852	4393	16258	19863
14853	4409	16308	19905
14854	4427	16335	19918
14855	4438	16385	19899
14856	4447	16398	19906
14857	4460	16436	19887
14858	4466	16445	19895
14859	4472	16456	19923
14860	4475	16469	19875
14861	4479	16476	19883
14862	4483	16489	19896
14863	4495	16771	19865
14864	4499	16892	19828
14865	4520	17098	19862
14866	4222	17271	19872
14867	4224	17291	19858
14868	4228	17304	19897
14869	4233	17320	19934
14870	4233	17307	19884
14871	4233	17320	19925
14872	4233	17320	19870
14873	4233	17360	19886
14874	4233	17445	19867
14875	4233	17566	19883
14876	4233	17590	19990
14877	4233	17680	19887
14878	4233	17686	19900
14879	4233	17679	19876
14880	4233	17653	19913
14881	4233	17608	19861
14882	4232	17586	19863
14883	4231	17556	19881
14884	4232	17498	19869
14885	4232	17457	19863
14886	4232	17420	19851
14887	4232	17406	19856
14888	4232	17393	19790
14889	4232	17378	19839
14890	4232	17320	19857
14891	4232	17320	19864
14892	4232	17320	19845
14893	4232	17320	19805
14894	4232	17320	19838
14895	4232	17320	19851
14896	4410	17672	19859
14897	4410	17671	19797
14898	4410	17671	19872
14899	10	398	19831
14900	10	398	19843
14901	10	398	19805
14902	10	398	19824
14903	10	397	19806
14904	10	397	19817
14905	10	398	19814
14906	10	398	19815
14907	10	398	19772
14908	10	398	19764
14909	10	398	19826
14910	10	398	19758
14911	10	398	19813
14912	10	398	19696
14913	11	398	19673
14914	11	398	19690
14915	11	398	19675
14916	11	398	19713
14917	11	398	19480
14918	11	398	19457
14919	11	398	19626
14920	11	398	19844
14921	11	398	19822
14922	11	398	19668
14923	11	398	19682
14924	11	398	19883
14925	11	398	19576
14926	11	387	19705
14927	11	398	19654
14928	11	393	19471
14929	11	388	19433
14930	11	387	19583
14931	11	386	19717
14932	11	385	19866
14933	11	381	19470
14934	11	380	19590
14935	11	379	19581
14936	11	379	19641
14937	11	379	19880
14938	11	378	19835
14939	11	376	19883
14940	11	376	19879
14941	11	374	19904
14942	12	373	19861
14943	12	372	19887
14944	12	371	19892
14945	12	371	19829
14946	12	371	19859
14947	12	371	19908
14948	12	371	19887
14949	12	371	19870
14950	12	370	19878
14951	12	370	19860
14952	12	370	19895
14953	12	369	19918
14954	12	369	19838
14955	12	368	19869
14956	12	368	19825
14957	12	367	19873
14958	12	367	19870
14959	12	367	19827
14960	11	367	19844
14961	11	367	19890
14962	11	365	19868
14963	11	365	19902
14964	11	363	19883
14965	11	363	19900
14966	11	362	19862
14967	11	361	19851
14968	11	360	19886
14969	10	359	19863
14970	10	359	19910
14971	10	359	19918
14972	10	359	19881
14973	10	358	19884
14974	10	358	19873
14975	10	357	19901
14976	10	356	19894
14977	11	355	19867
14978	11	354	19911
14979	11	350	19890
14980	11	348	19900
14981	11	343	19834
14982	11	343	19903
14983	11	342	19818
14984	11	342	19889
14985	11	341	19900
14986	11	340	19829
14987	10	340	19849
14988	10	340	19862
14989	10	341	19857
14990	10	341	19776
14991	10	343	19871
14992	11	343	19853
14993	11	344	19805
14994	19	347	19816
14995	24	351	19747
14996	25	358	19894
14997	77	647	19713
14998	77	649	19663
14999	77	656	19882
15000	77	657	19669
15001	77	659	19770
15002	77	662	19848
15003	77	662	19888
15004	77	661	19936
15005	77	662	19960
15006	77	662	19881
15007	77	659	19852
15008	77	656	19848
15009	78	658	19873
15010	78	671	19888
15011	78	672	19849
15012	78	672	19862
15013	78	673	19858
15014	78	675	19835
15015	78	676	19778
15016	78	678	19799
15017	78	680	19840
15018	78	681	19830
15019	78	683	19856
15020	78	684	19870
15021	78	685	19836
15022	78	688	19848
15023	78	687	19801
15024	78	687	19837
15025	78	688	19808
15026	78	688	19794
15027	78	691	19901
15028	78	691	19809
15029	78	692	19835
15030	78	694	19823
15031	79	694	19840
15032	79	692	19807
15033	79	691	19805
15034	79	692	19834
15035	79	692	19822
15036	78	689	19808
15037	78	686	19810
15038	78	682	19769
15039	76	682	19743
15040	76	679	19769
15041	76	689	19821
15042	76	708	19831
15043	76	709	19785
15044	76	808	19796
15045	76	806	19825
15046	76	796	19829
15047	76	795	19827
15048	76	794	19764
15049	76	791	19828
15050	76	791	19794
15051	76	787	19809
15052	74	772	19758
15053	74	772	19832
15054	73	765	19802
15055	73	769	19820
15056	72	771	19806
15057	72	773	19804
15058	73	774	19771
15059	73	773	19765
15060	75	773	19772
15061	75	775	19640
15062	103	777	19662
15063	227	914	19630
15064	455	2680	19668
15065	454	3188	17335
15066	450	3199	17492
15067	452	3205	17593
15068	450	3219	17775
15069	452	3231	18019
15070	456	3260	18151
15071	455	3279	18189
15072	460	3311	18105
15073	458	3308	17986
15074	456	3310	17973
15075	455	3310	17910
15076	451	3319	18064
15077	451	3327	17976
15078	450	3333	18207
15079	450	3337	18181
15080	449	3341	18204
15081	449	3350	18270
15082	448	3351	18441
15083	447	3353	18606
15084	442	3390	18808
15085	442	3394	18903
15086	440	3404	19130
15087	439	3407	19317
15088	438	3419	19529
15089	436	3427	19601
15090	435	3432	19644
15091	434	3457	19763
15092	433	3474	19832
15093	431	3476	19939
15094	324	8090	19891
15095	324	8105	19940
15096	302	7835	19912
15097	302	7845	19865
15098	301	7874	19925
15099	297	7879	19815
15100	297	7898	19888
15101	293	7917	19871
15102	294	7941	19895
15103	294	7951	19915
15104	294	7959	19916
15105	294	7971	19860
15106	294	7986	19914
15107	294	7996	19900
15108	293	8004	19957
15109	292	8024	19865
15110	287	8030	19859
15111	284	8053	19910
15112	282	8071	19905
15113	282	8089	19874
15114	282	8112	19910
15115	282	8143	19908
15116	223	8165	19902
15117	222	8180	19876
15118	222	8195	19852
15119	222	8211	19875
15120	222	8256	19883
15121	222	8283	19910
15122	222	8301	19926
15123	224	8320	19881
15124	224	8353	19894
15125	224	8356	19873
15126	224	8404	19898
15127	224	8421	19865
15128	226	8447	19883
15129	227	8461	19898
15130	227	8487	19889
15131	227	8502	19898
15132	228	8508	19835
15133	228	8566	19910
15134	228	8610	19870
15135	228	8614	19901
15136	229	8674	19914
15137	229	8679	19838
15138	229	8691	19869
15139	229	8705	19860
15140	229	8730	19864
15141	229	8750	19853
15142	229	8763	19861
15143	230	8776	19835
15144	230	8787	19840
15145	230	8818	19847
15146	231	8855	19794
15147	231	8852	19865
15148	231	8675	19828
15149	231	8882	19729
15150	232	9004	19899
15151	234	9007	19809
15152	235	9675	19881
15153	236	12680	19890
15154	236	12706	19901
15155	237	12732	19937
15156	239	12713	19932
15157	241	12730	19885
15158	241	12722	19856
15159	241	12715	19861
15160	241	12738	19914
15161	241	12715	19916
15162	243	12703	19862
15163	243	12677	19854
15164	243	12657	19867
15165	245	12678	19850
15166	245	12642	19789
15167	245	12620	19791
15168	245	12638	19830
15169	246	12649	19823
15170	246	12657	19868
15171	246	12776	19910
15172	239	8563	16123
15173	239	9004	16578
15174	240	9094	16641
15175	240	9111	16839
15176	241	9148	16877
15177	242	9168	16961
15178	242	9177	16994
15179	243	9188	17141
15180	243	9205	17531
15181	243	9218	17661
15182	243	9202	17844
15183	244	9208	17936
15184	244	9220	17969
15185	245	9228	18158
15186	245	9264	18409
15187	245	9272	18415
15188	246	9290	18432
15189	247	9318	18687
15190	248	9430	19604
15191	248	9426	19103
15192	248	9459	19437
15193	248	9458	19704
15194	3297	12861	18493
15195	3297	12862	18659
15196	3297	12874	18915
15197	3297	12911	19918
15198	3297	12948	19933
15199	3297	13034	19903
15200	3297	13119	19954
15201	3297	13204	19942
15202	3297	13288	19951
15203	3297	13345	19910
15204	3296	13509	19929
15205	3295	13584	19919
15206	3295	13651	19947
15207	3296	13805	19935
15208	3296	13907	19886
15209	3297	13930	19902
15210	3297	13947	19910
15211	3297	13953	19912
15212	3297	13958	19915
15213	3297	13959	19887
15214	3297	14001	19947
15215	3296	8206	19916
15216	3296	8266	19668
15217	3295	8535	19685
15218	3297	8527	19898
15219	3297	8447	19928
15220	3297	8064	19877
15221	3297	8132	19858
15222	3297	8191	19960
15223	3297	8252	19882
15224	3293	8284	19898
15225	2694	8120	19924
15226	2676	8245	19667
15227	2662	8454	19899
15228	2644	8492	19926
15229	2627	8764	19922
15230	2621	9054	19957
15231	2614	9298	19893
15232	2607	9537	19968
15233	2605	9672	19937
15234	2600	9846	19846
15235	2597	9938	19910
15236	2593	10100	19834
15237	2588	10260	19948
15238	2585	10278	19858
15239	2582	10408	19958
15240	2579	10467	19975
15241	2575	10524	19927
15242	2555	10518	19967
15243	2547	10536	19962
15244	2546	10563	19980
15245	2544	10554	19935
15246	2543	10539	19931
15247	2922	10540	19908
15248	2910	10521	19856
15249	2904	10492	19921
15250	2894	10468	19841
15251	2885	10440	19891
15252	2864	10411	19879
15253	2853	10416	19901
15254	2848	10411	19915
15255	2842	10447	19917
15256	2834	10485	19903
15257	2829	10553	19914
15258	2823	10645	19916
15259	2816	10784	19949
15260	2809	10943	19918
15261	2795	10934	19878
15262	2790	11087	19914
15263	2782	11221	19920
15264	2759	11254	19896
15265	2746	11445	19911
15266	2729	11449	19910
15267	2717	11642	19924
15268	2702	11728	19888
15269	2684	11782	19887
15270	2673	11859	19897
15271	2661	11862	19898
15272	2643	11872	19913
15273	2626	11904	19923
15274	2590	11885	19870
15275	2572	11925	19912
15276	2537	11896	19864
15277	2524	11893	19903
15278	2501	11874	19873
15279	2482	11871	19885
15280	2455	11906	19886
15281	2402	11875	19861
15282	2392	11400	19824
15283	2380	11243	19856
15284	2371	10847	19896
15285	2332	10817	19878
15286	2304	10805	19893
15287	2296	10833	19910
15288	2281	10886	19850
15289	2279	10832	19885
15290	2276	10861	19874
15291	2276	10961	19870
15292	2276	10994	19846
15293	2274	11024	19864
15294	2273	11070	19843
15295	2267	11073	19831
15296	2257	11062	19849
15297	2235	11099	19859
15298	2217	11146	19875
15299	2215	11219	19870
15300	2213	11134	19721
15301	2226	11257	19894
15302	2233	11254	19923
15303	2232	11282	19940
15304	2231	11281	19882
15305	2236	11261	19876
15306	2238	11334	19933
15307	2254	11350	19925
15308	2260	11418	19873
15309	2288	11457	19870
15310	2336	11451	19842
15311	3539	15263	19917
15312	3555	15332	19914
15313	3574	15426	19884
15314	3580	15450	19856
15315	3585	15477	19866
15316	3594	15511	19860
15317	3595	15537	19837
15318	3598	15545	19795
15319	3599	15551	19817
15320	3602	15580	19830
15321	3606	15599	19877
15322	3608	15625	19866
15323	3612	15634	19753
15324	3614	15634	19799
15325	3617	15653	19678
15326	3630	15707	19809
15327	3637	15751	19811
15328	3647	15828	19876
15329	3660	15903	19691
15330	3669	16027	19642
15331	3674	16145	19759
15332	3676	16201	19803
15333	3674	16211	19747
15334	3680	16331	19862
15335	3679	16359	19797
15336	3680	16417	19776
15337	3687	16511	19916
15338	3698	16610	19887
15339	3699	16695	19821
15340	3696	16715	19622
15341	3696	16856	19858
15342	3695	16913	19666
15343	3698	16895	19599
15344	3700	16956	19987
15345	3699	17018	19725
15346	3698	17152	19781
15347	3704	17210	19456
15348	3708	17350	19915
15349	3708	17407	19930
15350	3709	17421	19904
15351	3709	17548	19954
15352	3708	17611	19941
15353	3713	17687	19948
15354	3717	17719	19911
15355	3724	17800	19936
15356	3725	17899	19925
15357	3726	17915	19943
15358	3726	17918	19935
15359	3727	17926	19892
15360	3723	17890	19904
15361	3722	17869	19916
15362	3723	17862	19916
15363	3721	17853	19915
15364	3720	17848	19889
15365	3719	17851	19942
15366	3717	17844	19951
15367	3715	17839	19762
15368	3711	17835	19817
15369	3712	17832	19908
15370	3714	17849	19928
15371	3708	17831	19895
15372	3707	17819	19846
15373	3701	17793	19938
15374	3695	17772	19890
15375	3694	17771	19903
15376	3693	17768	19910
15377	3690	17734	19772
15378	3689	17730	19904
15379	3687	17732	19918
15380	3683	17712	19909
15381	3685	17713	19935
15382	3686	17723	19885
15383	3683	17723	19956
15384	3682	17729	19928
15385	3680	17638	19864
15386	3680	17723	19904
15387	3680	17715	19872
15388	3676	17717	19929
15389	3673	17713	19864
15390	3672	17708	19939
15391	3670	17700	19961
15392	3665	17672	19918
15393	3658	17639	19943
15394	3647	17608	19947
15395	3633	17569	19963
15396	3632	17556	19923
15397	3628	17553	19905
15398	3620	17513	19894
15399	3608	17469	19873
15400	3605	17446	19905
15401	3595	17397	19838
15402	3586	17290	19884
15403	3585	17228	19861
15404	3579	17115	19892
15405	3588	17212	19912
15406	3591	17250	19919
15407	3581	17133	19886
15408	3561	16886	19904
15409	3519	16607	19914
15410	3489	16452	19934
15411	3499	16480	19924
15412	3494	16408	19867
15413	3513	16502	19909
15414	3509	16519	19918
15415	3511	16486	19874
15416	3513	16538	19913
15417	3511	16536	19888
15418	3506	16556	19914
15419	3504	16589	19876
15420	3482	16475	19877
15421	3475	16504	19906
15422	2464	10660	19902
15423	2446	10342	19906
15424	2440	10282	19921
15425	2427	10191	19844
15426	2428	10196	19917
15427	2431	10215	19862
15428	2436	10227	19910
15429	2440	10243	19882
15430	2442	10246	19881
15431	2445	10277	19888
15432	2445	10258	19817
15433	2447	10281	19852
15434	2449	10299	19876
15435	2448	10316	19896
15436	2454	10316	19875
15437	2456	10334	19876
15438	2459	10353	19890
15439	2463	10456	19863
15440	2463	10482	19884
15441	2464	10472	19876
15442	2466	10453	19868
15443	2472	10456	19834
15444	2479	10466	19850
15445	2480	10494	19846
15446	2480	10534	19841
15447	2480	10546	19855
15448	2480	10550	19867
15449	2480	10589	19868
15450	2480	10590	19873
15451	2480	10594	19721
15452	2481	10643	19898
15453	2482	10688	19911
15454	2484	10707	19933
15455	2486	10732	19880
15456	2487	10725	19874
15457	2489	10764	19913
15458	2490	10749	19901
15459	2494	10769	19872
15460	2503	10770	19853
15461	2510	10806	19853
15462	2558	10849	19910
15463	2563	10876	19897
15464	2564	10909	19883
15465	2565	10908	19858
15466	2565	10921	19869
15467	2566	10936	19870
15468	2566	10950	19821
15469	2568	10955	19804
15470	2570	10974	19789
15471	2573	10988	19832
15472	2585	11026	19865
15473	2589	11038	19843
15474	2593	11030	19721
15475	2596	11057	19815
15476	2600	11090	19726
15477	2601	11089	19783
15478	2602	11113	19809
15479	2604	11135	19872
15480	2605	11163	19698
15481	2607	11131	19498
15482	2566	11132	19699
15483	2569	11164	19799
15484	2574	11174	19716
15485	2580	11192	19845
15486	2582	11185	19742
15487	2586	11224	19783
15488	2586	11194	19903
15489	2587	11192	19884
15490	2590	11215	19811
15491	2591	11175	19522
15492	2591	11178	19660
15493	2591	11252	19779
15494	2594	11279	19674
15495	2611	11267	19968
15496	2622	11227	19720
15497	2632	11277	19793
15498	2637	11261	19445
15499	2645	11261	19683
15500	2651	11296	19933
15501	2651	11216	19896
15502	2654	11226	19944
15503	2659	11236	19934
15504	19582	19947	20000
15505	19583	19907	20000
15506	19372	19932	20001
15507	19623	19927	20002
15508	19600	19945	20002
15509	19699	19937	20002
15510	19502	19895	20002
15511	19566	19907	20002
15512	19561	19920	20002
15513	19571	19931	20002
15514	19548	19897	20002
15515	19674	19891	20002
15516	19661	19929	20002
15517	19592	19945	20002
15518	19506	19805	19997
15519	19632	19828	20002
15520	19611	19912	20002
15521	19634	19927	20002
15522	19760	19904	20002
15523	19484	19877	20002
15524	19443	19922	20002
15525	19742	19892	20002
15526	19570	19897	20002
15527	19386	19897	20001
15528	19470	19780	20002
15529	19515	19906	20002
15530	19318	19920	20002
15531	19296	19907	20002
15532	19608	19944	20002
15533	19450	19901	20002
15534	19243	19947	19974
15535	19221	19930	19958
15536	18397	19865	19922
15537	18331	19880	19935
15538	18897	19848	19925
15539	11954	18524	19915
15540	11979	18566	19894
15541	11963	18532	19934
15542	11955	18540	19950
15543	11935	18607	19928
15544	11916	18591	19938
15545	11896	18567	19940
15546	11885	18531	19940
15547	11862	18501	19910
15548	11843	18468	19903
15549	11825	18426	19897
15550	11822	18388	19863
15551	11781	18360	19901
15552	11790	18329	19843
15553	11773	18301	19891
15554	11773	18277	19870
15555	11772	18239	19878
15556	11763	18223	19906
15557	11722	18192	19898
15558	11685	18155	19881
15559	11679	18121	19893
15560	11638	18071	19903
15561	11622	18046	19918
15562	11615	18033	19917
15563	11602	18018	19867
15564	11595	18009	19908
15565	11586	18000	19902
15566	11588	17990	19870
15567	11579	17974	19901
15568	11562	17960	19888
15569	11547	17935	19908
15570	11518	17921	19882
15571	11538	17908	19861
15572	11536	17892	19914
15573	11524	17876	19902
15574	11519	17848	19896
15575	11516	17832	19906
15576	11525	17820	19855
15577	11533	17811	19924
15578	11536	17802	19867
15579	11569	17797	19906
15580	11518	17793	19880
15581	11515	17784	19875
15582	11508	17773	19900
15583	11508	17768	19821
15584	11499	17743	19827
15585	11529	17696	19862
15586	11559	17659	19878
15587	11569	17614	19855
15588	11528	17600	19874
15589	11476	17579	19859
15590	11375	17556	19850
15591	11349	17519	19852
15592	11373	17468	19875
15593	11433	17433	19870
15594	11466	17393	19847
15595	11420	17368	19845
15596	11378	17352	19847
15597	11392	17338	19842
15598	11444	17317	19855
15599	11381	17292	19860
15600	11549	17277	19878
15601	11516	17255	19865
15602	11604	17248	19727
15603	11609	17240	19894
15604	11575	17216	19908
15605	11568	17198	19916
15606	11569	17180	19870
15607	11510	17173	19876
15608	11538	17163	19912
15609	11481	17148	19891
15610	11486	17122	19874
15611	11423	17076	19856
15612	11451	17040	19837
15613	11386	17003	19892
15614	11314	16982	19891
15615	11350	16936	19888
15616	11332	16909	19863
15617	11344	16884	19878
15618	11279	16853	19856
15619	11337	16839	19813
15620	11286	16808	19784
15621	11245	16769	19791
15622	11230	16734	19824
15623	11219	16666	19864
15624	11275	16631	19854
15625	11239	16581	19740
15626	11192	16560	19823
15627	11200	16549	19753
15628	11152	16531	19781
15629	11164	16518	19811
15630	11106	16500	19865
15631	11183	16493	19866
15632	11191	16485	19667
15633	11178	16466	19761
15634	11183	16561	19827
15635	11209	16731	19773
15636	11272	16944	19833
15637	19598	19803	19949
15638	19710	19875	19943
15639	19768	19904	19961
15640	19811	19893	19971
15641	19711	19878	19960
15642	19411	19824	19945
15643	19134	19799	19973
15644	19680	19860	19952
15645	19512	19755	19976
15646	19683	19958	19988
15647	19484	19757	19978
15648	19673	19841	19987
15649	19358	19746	19985
15650	19496	19854	19978
15651	19883	19950	19989
15652	19528	19906	19977
15653	19568	19947	19979
15654	19841	19937	19979
15655	19841	19939	19958
15656	19833	19899	19924
15657	19737	19926	19956
15658	19792	19924	19970
15659	19719	19938	19960
15660	19845	19933	19986
15661	19770	19895	19980
15662	19870	19917	19963
15663	19833	19913	19955
15664	19805	19920	19974
15665	19718	19897	19985
15666	19803	19887	19987
15667	19702	19925	19983
15668	19674	19937	19962
15669	19629	19822	19964
15670	19671	19828	19952
15671	19663	19911	19974
15672	19792	19927	19987
15673	19792	19892	19987
15674	19773	19892	19994
15675	19635	19924	19987
15676	19740	19890	19978
15677	19765	19903	19949
15678	19745	19904	19933
15679	19604	19798	19935
15680	19686	19902	19943
15681	19620	19922	19947
15682	19397	19877	19909
15683	19535	19912	19937
15684	19522	19895	19953
15685	19492	19933	19958
15686	19587	19925	19962
15687	19642	19893	19947
15688	19257	19899	19942
15689	19474	19912	19957
15690	19318	19927	19961
15691	19676	19928	19953
15692	19556	19938	19959
15693	19448	19938	19955
15694	19270	19916	19937
15695	19273	19915	19944
15696	19215	19919	19949
15697	19349	19932	19963
15698	19424	19911	19939
15699	19566	19901	19937
15700	19463	19882	19920
15701	19585	19880	19922
15702	19455	19900	19928
15703	19429	19834	19868
15704	19451	19869	19908
15705	19433	19842	19884
15706	19413	19850	19895
15707	19362	19827	19919
15708	19466	19852	19904
15709	19331	19865	19903
15710	19334	19830	19904
15711	19235	19775	19908
15712	19295	19821	19924
15713	19297	19838	19919
15714	19369	19846	19892
15715	19404	19865	19929
15716	19404	19868	19919
15717	19401	19853	19898
15718	19412	19881	19916
15719	19314	19854	19899
15720	19225	19864	19918
15721	19178	19795	19882
15722	19122	19799	19875
15723	19014	19786	19906
15724	18794	19713	19876
15725	18701	19706	19881
15726	18470	19640	19855
15727	18327	19624	19811
15728	18305	19633	19913
15729	18111	19621	19853
15730	17585	19400	19901
15731	17497	19300	19875
15732	8165	13756	19882
15733	8155	13761	19893
15734	8162	13772	19835
15735	8173	13792	19855
15736	8181	13826	19857
15737	8114	13854	19880
15738	8043	13896	19854
15739	8044	13909	19870
15740	8050	13934	19855
15741	8059	13961	19854
15742	8081	14080	19861
15743	8108	14613	19868
15744	8112	14663	19848
15745	8124	14697	19834
15746	8164	14761	19839
15747	8186	14755	19855
15748	8153	14716	19836
15749	8165	14794	19863
15750	8194	14814	19855
15751	8236	14855	19875
15752	8266	14777	19878
15753	8245	14816	19749
15754	8298	15026	19873
15755	8331	15055	19899
15756	8350	15082	19907
15757	8359	15127	19867
15758	8337	15168	19884
15759	8343	15198	19903
15760	8346	15255	19887
15761	8322	15291	19866
15762	8231	15304	19844
15763	8260	15398	19843
15764	8264	15485	19885
15765	8234	15569	19883
15766	8233	15733	19869
15767	8190	15776	19838
15768	8204	15824	19870
15769	8222	15857	19843
15770	8263	15895	19810
15771	8293	15961	19771
15772	8316	15995	19773
15773	8342	16052	19807
15774	8284	16083	19833
15775	8284	16116	19834
15776	8015	16155	18999
15777	8003	16165	19766
15778	7983	16148	19576
15779	7945	16110	19453
15780	7959	16115	19745
15781	7912	16079	19714
15782	7896	16093	19723
15783	7958	16083	19504
15784	8062	16080	19465
15785	8121	16069	19465
15786	8132	16112	19502
15787	8153	16162	19635
15788	8149	16188	19454
15789	8146	16182	19355
15790	8147	16107	19419
15791	8149	16137	19596
15792	8163	16143	19574
15793	8150	16148	19505
15794	8120	16158	19066
15795	8126	16206	19214
15796	8145	16415	19289
15797	8196	16595	19325
15798	8241	16803	19224
15799	8252	16715	19141
15800	8263	16705	18929
15801	8266	16655	18786
15802	8273	16558	18757
15803	8275	16580	18898
15804	8252	16582	18907
15805	8246	16567	19012
15806	8334	17247	19936
15807	8323	17251	19888
15808	8298	17176	19914
15809	8295	17187	19912
15810	8290	17261	19917
15811	8286	17312	19911
15812	8296	17417	19871
15813	8315	17486	19893
15814	8345	17563	19871
15815	8396	17629	19891
15816	8435	17697	19870
15817	8479	17803	19872
15818	8506	17887	19912
15819	8517	18002	19920
15820	8520	18099	19804
15821	8526	18205	19794
15822	8528	18439	19870
15823	8662	18452	19905
15824	9306	19862	19935
15825	9310	19711	19891
15826	9413	19657	19918
15827	9950	19772	19887
15828	9929	19737	19892
15829	10630	19747	19893
15830	10672	19590	19796
15831	10697	19525	19894
15832	10741	19448	19914
15833	10741	19267	19878
15834	10741	19141	19914
15835	10741	19048	19881
15836	10741	18880	19910
15837	10741	18770	19907
15838	10741	18627	19864
15839	10741	18410	19864
15840	10741	18211	19844
15841	10741	18107	19831
15842	10741	18104	19879
15843	10741	17929	19871
15844	10741	17798	19892
15845	10741	17754	19877
15846	10741	17754	19917
15847	10741	17749	19911
15848	10741	17701	19928
15849	10741	17589	19888
15850	10741	17584	19888
15851	10741	17555	19871
15852	14922	19862	19940
15853	13984	18987	19581
15854	14090	19384	19872
15855	14127	19519	19923
15856	14155	19501	19908
15857	14295	19820	19915
15858	14386	19876	19940
15859	14385	19846	19932
15860	14395	19861	19947
15861	14407	19911	19967
15862	3010	12482	19885
15863	3010	12517	19874
15864	3010	13680	19899
15865	3010	13671	19849
15866	3010	13671	19885
15867	3010	13686	19894
15868	3010	13676	19865
15869	3010	13707	19948
15870	3010	13652	19866
15871	3010	13632	19891
15872	3010	13610	19855
15873	3010	13623	19861
15874	3010	13607	19874
15875	3010	13588	19850
15876	3010	13594	19886
15877	3010	13584	19838
15878	3010	13602	19877
15879	3010	13643	19887
15880	3008	13638	19812
15881	3133	15168	19759
15882	3131	14883	19764
15883	3045	14378	19859
15884	3045	14267	19864
15885	3044	14126	19795
15886	3044	13696	19810
15887	3127	13682	19836
15888	3125	13674	19858
15889	3117	13645	19711
15890	3106	13639	19858
15891	3088	13609	19769
15892	3073	13607	19547
15893	3059	13599	19750
15894	3047	13584	19755
15895	3043	13583	19765
15896	3038	13553	19814
15897	3022	13522	19839
15898	3012	13508	19823
15899	3004	13477	19768
15900	2999	13467	19848
15901	2996	13475	19855
15902	2990	13432	19844
15903	2986	13426	19856
15904	2980	13408	19782
15905	2954	13386	19829
15906	2938	13374	19876
15907	2930	13362	19872
15908	2923	13360	19856
15909	2919	13347	19844
15910	2914	13325	19860
15911	2913	13292	19876
15912	2910	13278	19891
15913	2902	13231	19815
15914	2897	13181	19819
15915	2892	13148	19858
15916	2890	13088	19859
15917	2889	13074	19876
15918	2887	12939	19806
15919	2884	12895	19833
15920	2882	12853	19806
15921	2881	12819	19803
15922	2879	12771	19760
15923	2878	12720	19781
15924	2870	12707	19802
15925	2863	12679	19838
15926	2859	12637	19706
15927	2855	12621	19604
15928	2854	12570	19703
15929	2851	12541	19767
15930	2850	12443	19412
15931	2849	12432	19603
15932	2847	12420	19601
15933	2843	12342	19721
15934	2841	12287	19719
15935	2837	12225	19704
15936	2837	12202	19651
15937	2836	12200	19712
15938	2833	12196	19822
15939	2831	12194	19876
15940	2828	12192	19807
15941	2827	12190	19742
15942	2823	12183	19899
15943	2822	12182	19847
15944	2822	12179	19898
15945	2818	12163	19678
15946	2817	12140	19647
15947	2814	12132	19890
15948	2814	12113	19799
15949	2815	12109	19884
15950	2806	12099	19908
15951	2796	12084	19910
15952	2782	12065	19896
15953	2776	12038	19732
15954	2776	12028	19875
15955	2776	12008	19811
15956	2737	12031	19938
15957	2235	6964	15789
15958	2242	6973	15820
15959	2278	6968	15836
15960	5475	11690	17029
15961	5546	11825	17484
15962	5586	12006	17922
15963	5583	12142	18301
15964	5566	12226	18571
15965	5626	12549	19183
15966	5732	12763	19504
15967	5740	12855	19759
15968	5725	12898	19814
15969	5675	12928	19800
15970	5654	12998	19863
15971	5613	13110	19854
15972	5507	13231	19768
15973	5196	13290	19505
15974	5123	13260	19488
15975	4884	13316	19246
15976	4631	13543	19228
15977	4466	13691	19278
15978	3991	13782	19732
15979	3878	14941	19882
15980	3601	15005	19834
15981	3596	15077	19925
15982	3610	15158	19969
15983	3622	15243	19959
15984	3630	15261	19971
15985	3637	15253	19975
15986	3575	15243	19955
15987	3571	15239	19964
15988	3573	15260	19960
15989	3571	15293	19969
15990	3568	15343	19938
15991	3567	15367	19967
15992	3575	15485	19943
15993	3578	15532	19956
15994	3588	15597	19928
15995	3603	15728	19965
15996	3604	15806	19948
